ID	from_id	owner_id	text	translation	date
-25232578_5062161	-25232578	-25232578	В Киеве депутаты переименовали Московский мост в Северный, а улица Ванды Василевской ​​теперь будет носить имя Богдана Гаврилишина. «На самом деле, Гаврилишин уже давно больше чем выдающийся общественный деятель. Он — гениальный представитель нового украинского поколения», — пояснил секретарь Киевсовета	In Kiev, the deputies renamed the Moscow Bridge to Severny, and Wanda Vasilevskaya Street will now bear the name of Bogdan Gavrilishin. “In fact, Gavrilishin has long been more than an outstanding public figure. He is a brilliant representative of the new Ukrainian generation ", - explained the secretary of the Kiev City Council	22.02.2018 17:10
-25232578_5064364	-25232578	-25232578	Сторонники Саакашвили планировали захват здания Верховной рады. По словам генпрокурора Украины, изъятой взрывчатки хвалило бы для того, чтобы полностью снести стену в здании парламента	Saakashvili's supporters planned to seize the building of the Verkhovna Rada [Supreme Council of Ukraine]. According to the Prosecutor General of Ukraine, the seized explosives would be praised in order to completely demolish the wall in the parliament building	23.02.2018 12:14
-25232578_5078750	-25232578	-25232578	Строительство «Северного потока-2» не имеет отношения к политике, заявил Путин и предложил Киеву доказать экономические преимущества транзита газа через Украину	The construction of Nord Stream 2 has nothing to do with politics, Putin said and invited Kiev to prove the economic benefits of gas transit through Ukraine	28.02.2018 15:32
-25232578_5079794	-25232578	-25232578	Украина признала неконституционным закон, дававший русскому языку статус регионального. Статус иностранного русский язык также не получит и окажется в правовом вакууме, считают эксперты	Ukraine declared that the law that gave the Russian language the status of a regional one was unconstitutional. The Russian language will also not receive the status of a foreign language and will find itself in a legal vacuum, experts say.	28.02.2018 19:23
-25232578_5080196	-25232578	-25232578	«Газпром» не согласился с решением Стокгольмского арбитража по спору с «Нафтогазом» и обвинил суд в нарушении норм шведского права, регулирующего контракт с украинской компанией	Gazprom did not agree with the decision of the Stockholm Arbitration Tribunal in the dispute with Naftogaz and accused the court of violating the rules of Swedish law governing the contract with the Ukrainian company	28.02.2018 22:33
-25232578_5081596	-25232578	-25232578	В «Газпроме» отказались начать с 1 марта поставки газа для нужд «Нафтогаза», и вернули украинской компании предоплату. Причиной стало отсутствие одобренного обеими сторонами допсоглашения к действующему контракту	Gazprom refused to start gas supplies for the needs of Naftogaz from March 1 and returned the prepayment to the Ukrainian company. The reason was the lack of an addendum to the current contract approved by both parties.	01.03.2018 09:40
-25232578_5086939	-25232578	-25232578	Сделка по продаже Украине американских противотанковых комплексов Javelin получила официальное одобрение Госдепа. Она предусматривает поставку Киеву 37 комплексов и 210 ракет к ним на сумму $47 млн	The deal to sell US Javelin anti-tank systems to Ukraine received official approval from the State Department. It provides for the supply to Kiev of 37 complexes and 210 missiles for them in the amount of $ 47 million.	01.03.2018 22:19
-25232578_5088999	-25232578	-25232578	Украина переходит на меры экономии газа из-за отказа «Газпрома» начать поставки топлива. На пять дней будут закрыты школы, а генерирующие компании переведут на мазут. Кроме того, «Нафтогаз» рекомендовал снизить температуру в домах	Ukraine is switching to gas saving measures due to Gazprom's refusal to start fuel supplies. Schools will be closed for five days, and generating companies will switch to fuel oil. In addition, Naftogaz recommended lowering the temperature in houses	02.03.2018 10:37
-25232578_5089715	-25232578	-25232578	«Газпром» приступает к немедленному расторжению контрактов с Украиной. Речь идет как о контракте на поставку газа украинским потребителям, так и о договоре на транзит газа в Европу	Gazprom starts immediate termination of contracts with Ukraine. This is both a contract for the supply of gas to Ukrainian consumers and an agreement for the transit of gas to Europe.	02.03.2018 13:21
-25232578_5090369	-25232578	-25232578	«Судебная процедура требует времени», — «Газпром» продолжит транзит российского газа через Украину вопреки решению расторгнуть все контракты с Киевом	The judicial procedure takes time - Gazprom will continue the transit of Russian gas through Ukraine, despite the decision to terminate all contracts with Kiev	02.03.2018 15:45
-25232578_5091246	-25232578	-25232578	Дональд Трамп еще на год продлил санкции против России, которые были введены Вашингтоном в связи с ситуацией на востоке Украины	Donald Trump extended sanctions against Russia for another year, which were imposed by Washington in connection with the situation in eastern Ukraine	02.03.2018 19:44
-25232578_5092916	-25232578	-25232578	Порошенко отчитался о ликвидации дефицита газа на Украине за счет резкого увеличения поставок из Польши, Словакии и Венгрии	Poroshenko reported on the elimination of gas shortages in Ukraine due to a sharp increase in supplies from Poland, Slovakia and Hungary	03.03.2018 09:40
-25232578_5095635	-25232578	-25232578	Американские военные заверяют, что программа обучения солдат ВСУ не связана с конфликтом Киева с Россией, а направлена на то, чтобы привести украинскую армию в соответствие со стандартами НАТО	The US military assures that the training program for the soldiers of the Armed Forces of Ukraine is not related to the conflict between Kiev and Russia, but is aimed at bringing the Ukrainian army in line with NATO standards	04.03.2018 07:30
-25232578_5099304	-25232578	-25232578	СМИ сообщают, что сын высокопоставленного чиновника Минобразования Украины вместе с двумя подельниками напал на курьера, чтобы отобрать у него iPhone 8+, но тот сумел убежать. Издание уточняет, что при подготовке к преступлению сын замминистра одолжил у знакомого пистолет	The media reported that the son of a high-ranking official of the Ministry of Education of Ukraine, together with two accomplices, attacked the courier to take the iPhone 8+ away from him, but he managed to escape. The publication clarifies that in preparation for the crime, the son of the deputy minister borrowed a pistol from a friend	05.03.2018 12:10
-25232578_5104047	-25232578	-25232578	В Киеве автомобиль сопровождения из кортежа президента Украины Петра Порошенко сбил пожилого мужчину. Он перебегал дорогу, проигнорировав запрет регулировщика	In Kiev, an escort car from the motorcade of the President of Ukraine Petro Poroshenko hit an elderly man. He crossed the road, ignoring the traffic controller's ban	06.03.2018 11:30
-25232578_5105116	-25232578	-25232578	Появилось видео наезда автомобиля из кортежа президента Украины Петра Порошенко на пенсионера в центре Киева	There was a video of the collision of a car from the motorcade of the President of Ukraine Petro Poroshenko on a pensioner in the center of Kiev	06.03.2018 16:09
-25232578_5117352	-25232578	-25232578	США нацелены на то, чтобы продолжать оказывать давление на Россию, заявила замглавы финансов страны Сигал Манделкер. В числе причин она назвала дестабилизацию ситуации на Украине, Крым и приписываемое Москве вмешательство в выборы	The United States is committed to continuing to put pressure on Russia, said Deputy Finance Minister Sigal Mandelker. Among the reasons, she named the destabilization of the situation in Ukraine, Crimea and interference in the elections attributed to Moscow.	09.03.2018 22:55
-26284064_1772382	-26284064	-26284064	Петр Порошенко заявил, что поставки противотанковых комплексов Javelin на Украину будут оплачены США http://go.tass.ru/GO2l	Petro Poroshenko said that the supply of Javelin anti-tank systems to Ukraine will be paid for by the United States http://go.tass.ru/GO2l	17.01.2018 18:31
-26284064_1772514	-26284064	-26284064	На Украине запретили прокат российского фильма "Матильда": http://go.tass.ru/GOaw © filmpro.ru	The distribution of the Russian film "Matilda" was banned in Ukraine: http://go.tass.ru/GOaw © filmpro.ru	17.01.2018 19:28
-26284064_1782104	-26284064	-26284064	Мария Захарова прокомментировала идею главы МИД Украины разобрать Арку дружбы народов в Киеве на металлолом: http://go.tass.ru/Gunp	Maria Zakharova commented on the idea of ​​the Ukrainian Foreign Minister to dismantle the Arch of Friendship of Peoples in Kiev for scrap: http://go.tass.ru/Gunp	22.01.2018 13:42
-26284064_1782408	-26284064	-26284064	Украина отклонила предложение России о возвращении техники из Крыма: http://go.tass.ru/GuVS	Ukraine rejected Russia's proposal to return equipment from Crimea: http://go.tass.ru/GuVS	22.01.2018 15:30
-26284064_1789033	-26284064	-26284064	Украинский суд приговорил россиянина Агеева к 10 годам лишения свободы: http://go.tass.ru/Gwog	Ukrainian court sentenced Russian citizen Ageev to 10 years in prison: http://go.tass.ru/Gwog	26.01.2018 03:37
-26284064_1792003	-26284064	-26284064	Антироссийские санкции — "это дохлая кляча, на которой больше нельзя ездить", сказал глава одного из регионов Германии. Санкции нанесли серьезный ущерб немецкой экономике и не изменили ситуацию на Украине, считает политик: http://go.tass.ru/GLCY	Anti-Russian sanctions are "a dead nag that can no longer be driven," said the head of one of the regions in Germany. The sanctions caused serious damage to the German economy and did not change the situation in Ukraine, the politician believes: http://go.tass.ru/GLCY	27.01.2018 07:35
-26284064_1792035	-26284064	-26284064	Владислав Сурков прокомментировал предложения США по развертыванию миссии ООН на юго-востоке Украины: http://go.tass.ru/GLkZ	Vladislav Surkov commented on the US proposals to deploy a UN mission in southeastern Ukraine: http://go.tass.ru/GLkZ	27.01.2018 07:57
-26284064_1795361	-26284064	-26284064	Петр Порошенко разрешил иностранным военным участвовать в многонациональных учениях на территории страны. Около 3 тысяч военнослужащих США и НАТО прибудут на Украину в 2018 году: http://go.tass.ru/GMPA	Petro Poroshenko allowed foreign military personnel to participate in multinational exercises in the country. About 3 thousand US and NATO troops will arrive in Ukraine in 2018: http://go.tass.ru/GMPA	29.01.2018 13:58
-26284064_1798828	-26284064	-26284064	Умер космонавт Леонид Каденюк. На родине его называют первым украинским космонавтом:  http://go.tass.ru/G6EO	Cosmonaut Leonid Kadenyuk has died. At home, he is called the first Ukrainian cosmonaut: http://go.tass.ru/G6EO	31.01.2018 10:23
-26284064_1804176	-26284064	-26284064	Посольство России направило ноту в МИД Украины с просьбой об открытии четырех участков для голосования на выборах президента: http://go.tass.ru/xzMx	The Russian Embassy sent a note to the Ministry of Foreign Affairs of Ukraine with a request to open four polling stations for the presidential elections: http://go.tass.ru/xzMx	03.02.2018 12:34
-26284064_1818162	-26284064	-26284064	Саакашвили заявил, что власти Украины приняли решение депортировать его в Польшу: http://go.tass.ru/xeWv	Saakashvili said that the Ukrainian authorities decided to deport him to Poland: http://go.tass.ru/xeWv	10.02.2018 21:01
-26284064_1820388	-26284064	-26284064	Украинца задержали в Крыму по подозрению в шпионаже: http://go.tass.ru/xyGV	The Ukrainian was detained in Crimea on suspicion of espionage: http://go.tass.ru/xyGV	12.02.2018 09:01
-26284064_1820658	-26284064	-26284064	ФСБ задержала в Симферополе гражданина Украины. Его подозревают в шпионаже. Кадры операции — в нашем видео: http://go.tass.ru/xyre Видео: ТАСС/ЦОС ФСБ	The FSB detained a citizen of Ukraine in Simferopol. He is suspected of espionage. The footage of the operation is in our video: http://go.tass.ru/xyre Video: TASS / DSP FSB	12.02.2018 11:33
-26284064_1820993	-26284064	-26284064	Украинец, подозреваемый в шпионаже против РФ, заключен под стражу до 11 апреля: http://go.tass.ru/xyLF	A Ukrainian suspected of espionage against the Russian Federation was detained until April 11: http://go.tass.ru/xyLF	12.02.2018 13:47
-26284064_1821326	-26284064	-26284064	Украинец Константин Давыденко, арестованный в Москве по подозрению в шпионаже, признался, что работал в Крыму по заданию СБУ. На допросе он сообщил, что приехал собирать информацию: http://go.tass.ru/xhZC	Ukrainian Konstantin Davydenko, arrested in Moscow on suspicion of espionage, admitted that he worked in Crimea on the instructions of the SBU. During interrogation, he said that he had come to collect information: http://go.tass.ru/xhZC	12.02.2018 16:02
-26284064_1830863	-26284064	-26284064	Россия как никто другой заинтересована в разрешении внутриукраинского кризиса, заверил Сергей Лавров, выступая на Мюнхенской конференции по безопасности. Глава МИД РФ считает, что Украина, страна с огромным жизненным потенциалом и талантливым народом, изведена до "состояния неспособности самостоятельно управляться": http://go.tass.ru/xONI	Russia is more than anyone else interested in resolving the internal Ukrainian crisis, Sergei Lavrov assured, speaking at the Munich Security Conference. The head of the Russian Foreign Ministry believes that Ukraine is a country with enormous life potential and talented people that has been put to a "state of inability to manage itself" http://go.tass.ru/xONI	17.02.2018 12:22
-26284064_1838190	-26284064	-26284064	Саакашвили запретили въезд на Украину на 3 года: http://go.tass.ru/xDEN	Saakashvili was banned from entering Ukraine for 3 years: http://go.tass.ru/xDEN	21.02.2018 18:18
-26284064_1856697	-26284064	-26284064	США одобрили поставки ПТРК Javelin Украине на сумму $47 млн: http://go.tass.ru/xM9P	The United States approved the supply of Javelin ATGM systems to Ukraine in the amount of $ 47 million: http://go.tass.ru/xM9P	02.03.2018 01:14
-26284064_1858480	-26284064	-26284064	Трамп продлил на год санкции в отношении России, принятые в связи с ситуацией на Украине: http://go.tass.ru/xQGO	Trump has extended for a year the sanctions against Russia, adopted in connection with the situation in Ukraine: http://go.tass.ru/xQGO	02.03.2018 18:21
-26284064_1859178	-26284064	-26284064	Порошенко заявил, что Украина ликвидировала возникший дефицит газа благодаря поставкам из стран Европы: http://go.tass.ru/xc8g	Poroshenko said that Ukraine has eliminated the arisen gas shortage thanks to supplies from European countries: http://go.tass.ru/xc8g	03.03.2018 09:41
-26284064_1860005	-26284064	-26284064	В Минэнерго РФ заверили, что спор "Газпрома" с Украиной не угрожает транзиту газа в Европу: http://go.tass.ru/xcNl	The Ministry of Energy of the Russian Federation assured that the dispute between Gazprom and Ukraine does not threaten gas transit to Europe: http://go.tass.ru/xcNl	03.03.2018 16:16
-26284064_1867096	-26284064	-26284064	Кабмин Украины поручил минюсту вместе с "Нафтогазом" изучить возможность ареста активов "Газпрома": http://go.tass.ru/f1fG	The Cabinet of Ministers of Ukraine instructed the Ministry of Justice, together with Naftogaz, to study the possibility of seizing Gazprom's assets: http://go.tass.ru/f1fG	07.03.2018 15:56
-26284064_1869223	-26284064	-26284064	Петр Порошенко пообещал следить, чтобы права русскоязычных на Украине не ущемлялись: http://go.tass.ru/ft2n	Petro Poroshenko promised to ensure that the rights of Russian speakers in Ukraine are not infringed upon: http://go.tass.ru/ft2n	09.03.2018 10:16
-26284064_1869314	-26284064	-26284064	Евросоюз выделит €1 млрд макрофинансовой поддержки Украине: http://go.tass.ru/fto8 Фото: © REUTERS/Yves Herman	The European Union will provide € 1 billion of macro-financial support to Ukraine: http://go.tass.ru/fto8 Photo: © REUTERS / Yves Herman	09.03.2018 11:43
-40316705_23240130	-40316705	-40316705	«Украина только имитирует работу»   ➡ Читать: https://russian.rt.com/world/article/471849-tramp-nazarbaev-minsk-peregovory	“Ukraine only imitates work” ➡ Read: https://russian.rt.com/world/article/471849-tramp-nazarbaev-minsk-peregovory	19.01.2018 11:54
-40316705_23248027	-40316705	-40316705	«Пряник для народа»: США сделали серьёзный шаг в сторону Украины   ➡ Подробнее: https://russian.rt.com/ussr/article/472051-othvatit-vostok-ssha-opublikovali-programmu-po-integracii	Gingerbread for the people: the United States has taken a serious step towards Ukraine ➡ More: https://russian.rt.com/ussr/article/472051-othvatit-vostok-ssha-opublikovali-programmu-po-integracii	19.01.2018 18:04
-40316705_23250208	-40316705	-40316705	Стали известны детали программы США по интеграции Донбасса в экономику Украины и Европы  ➡ Читать далее: https://russian.rt.com/ussr/news/472068-ssha-ukraina-evropa-strategiya	The details of the US program for the integration of Donbass into the economies of Ukraine and Europe have become known ➡ Read more: https://russian.rt.com/ussr/news/472068-ssha-ukraina-evropa-strategiya	19.01.2018 19:59
-40316705_23291019	-40316705	-40316705	Лавров назвал недоговороспособной украинскую власть  ➡ Подробнее: https://russian.rt.com/ussr/news/472862-lavrov-minskie-dogovoryonnosti	Lavrov called the Ukrainian government incapable of negotiation ➡ More: https://russian.rt.com/ussr/news/472862-lavrov-minskie-dogovoryonnosti	21.01.2018 18:23
-40316705_23313148	-40316705	-40316705	Как Украина впервые приобрела и потеряла независимость  ➡ Подробнее: https://russian.rt.com/ussr/article/473168-100-let-nezavisimosti-ukrainy	How Ukraine first gained and lost independence ➡ More: https://russian.rt.com/ussr/article/473168-100-let-nezavisimosti-ukrainy	22.01.2018 18:48
-40316705_23318286	-40316705	-40316705	В ЕС рассказали о «критически важном» вопросе для Украины  ➡ Подробнее: https://russian.rt.com/ussr/news/473246-evrosoyuz-ukraina-antikorrupcionnyi-sud	The EU spoke about a "critical, important" issue for Ukraine ➡ More: https://russian.rt.com/ussr/news/473246-evrosoyuz-ukraina-antikorrupcionnyi-sud	23.01.2018 06:32
-40316705_23318921	-40316705	-40316705	«Пусть за нас платит Украина»  ➡ Подробнее: https://russian.rt.com/world/news/473262-pushkov-ukraina-vznos-se	Let Ukraine pay for us ➡ More: https://russian.rt.com/world/news/473262-pushkov-ukraina-vznos-se	23.01.2018 07:22
-40316705_23373152	-40316705	-40316705	Неудивительно, что у Украины так мало побед — они все засекречены	It is not surprising that Ukraine has so few victories - they are all classified	25.01.2018 14:47
-40316705_23379857	-40316705	-40316705	Порошенко рассказал о перспективах украинской экономики в 2018 году  ➡ Читать далее: https://russian.rt.com/business/news/474223-poroshenko-ekonomika-2018-god	Poroshenko spoke about the prospects of the Ukrainian economy in 2018 ➡ Read more: https://russian.rt.com/business/news/474223-poroshenko-ekonomika-2018-god	25.01.2018 20:06
-40316705_23557044	-40316705	-40316705	Переполох на границе Украины с Польшей   ➡ Читать: https://russian.rt.com/ussr/news/476725-ukraina-mitinguyuschie-granica-polsha	Trouble on the border of Ukraine with Poland ➡ Read: https://russian.rt.com/ussr/news/476725-ukraina-mitinguyuschie-granica-polsha	03.02.2018 11:32
-40316705_23566280	-40316705	-40316705	Прибывшие в Крым немецкие депутаты рассказали о своём отношении к угрозам со стороны Украины  ➡ Читать далее: https://russian.rt.com/russia/news/476828-krym-nemeckie-deputaty-kiev	German deputies who arrived in Crimea spoke about their attitude to threats from Ukraine ➡ Read more: https://russian.rt.com/russia/news/476828-krym-nemeckie-deputaty-kiev	03.02.2018 19:14
-40316705_23567621	-40316705	-40316705	Экономический бумеранг: как антироссийские санкции ударили по экономике Украины  ➡ Читать далее: https://russian.rt.com/ussr/article/476830-ukraina-rossia-sankcii-posledstvia	Economic boomerang: how anti-Russian sanctions hit the Ukrainian economy ➡ Read more: https://russian.rt.com/ussr/article/476830-ukraina-rossia-sankcii-posledstvia	03.02.2018 20:20
-40316705_23579334	-40316705	-40316705	Посол Украины заявил о последствиях для депутатов из ФРГ после визита в Крым   ➡ Подробнее: https://russian.rt.com/ussr/news/477046-ukraina-posledstviya-vizit-krym	The Ambassador of Ukraine announced the consequences for deputies from Germany after a visit to Crimea ➡ More: https://russian.rt.com/ussr/news/477046-ukraina-posledstviya-vizit-krym	04.02.2018 12:25
